LexFound,IsHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘိန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ဒေါင်း,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ဒေါင်း,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြေသြဇာ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်္ဂါလီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်ပါတီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဝူဟန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘိန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပေါ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမိန်ခြုံနဲ့ဘောမ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မျိုးဖြုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပေါ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ပလောင်တွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAသူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်မ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဒေါ်လာစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသူတောင်းစားခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဦးနှောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဦးနှောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
